Alpaca successfully connected
Loaded preprocessed data with shape (23968830, 16)
Getting Numpy arrays from data!

| `step`: Number of samples, or total training steps, or running times of `env.step()`.
| `time`: Time spent from the start of training to this moment.
| `avgR`: Average value of cumulative rewards, which is the sum of rewards in an episode.
| `stdR`: Standard dev of cumulative rewards, which is the sum of rewards in an episode.
| `avgS`: Average of steps in an episode.
| `objC`: Objective of Critic network. Or call it loss function of critic network.
| `objA`: Objective of Actor network. It is the average Q value of the critic network.
|     step      time  |     avgR    stdR    avgS  |     objC      objA
| 3.41e+07     73873  |    -1.20    0.00   12345  |     0.61      0.30
| 3.41e+07     73915  |    -1.16    0.00   12345  |     0.45      0.30
| 3.41e+07     73958  |    -1.10    0.00   12345  |     0.24      0.29
| 3.42e+07     73999  |    -1.25    0.00   12345  |     0.46      0.27
| 3.42e+07     74041  |    -1.14    0.00   12345  |     0.55      0.34
| 3.42e+07     74083  |    -1.26    0.00   12345  |     0.43      0.33
| 3.42e+07     74124  |    -1.32    0.00   12345  |     0.54      0.28
| 3.42e+07     74166  |    -0.97    0.00   12345  |     0.83      0.30
| 3.43e+07     74208  |    -1.21    0.00   12345  |     1.31      0.28
| 3.43e+07     74249  |    -1.44    0.00   12345  |     0.99      0.25
| 3.43e+07     74291  |    -1.14    0.00   12345  |     0.31      0.25
| 3.43e+07     74333  |    -1.21    0.00   12345  |     0.62      0.33
| 3.43e+07     74376  |    -1.14    0.00   12345  |     0.74      0.28
| 3.44e+07     74417  |    -1.08    0.00   12345  |     0.00      0.23
| 3.44e+07     74460  |    -1.09    0.00   12345  |     0.00      0.27
| 3.44e+07     74502  |    -1.19    0.00   12345  |     0.00      0.30
| 3.44e+07     74544  |    -1.02    0.00   12345  |     0.00      0.30
| 3.44e+07     74587  |    -1.29    0.00   12345  |     0.00      0.29
| 3.45e+07     74629  |    -1.01    0.00   12345  |     0.34      0.26
| 3.45e+07     74672  |    -0.98    0.00   12345  |     0.25      0.32
| 3.45e+07     74714  |    -1.31    0.00   12345  |     0.16      0.28
| 3.45e+07     74757  |    -1.06    0.00   12345  |     0.13      0.31
| 3.45e+07     74801  |    -1.46    0.00   12345  |     0.36      0.28
| 3.46e+07     74842  |    -1.08    0.00   12345  |     0.08      0.26
| 3.46e+07     74885  |    -1.25    0.00   12345  |     0.17      0.30
| 3.46e+07     74928  |    -1.16    0.00   12345  |     0.16      0.30
| 3.46e+07     74972  |    -0.97    0.00   12345  |     0.00      0.27
| 3.46e+07     75014  |    -1.02    0.00   12345  |     0.00      0.27
| 3.47e+07     75056  |    -0.97    0.00   12345  |     0.00      0.28
| 3.47e+07     75099  |    -1.24    0.00   12345  |     0.00      0.28
| 3.47e+07     75143  |    -1.11    0.00   12345  |     0.00      0.28
| 3.47e+07     75186  |    -1.27    0.00   12345  |     0.00      0.29
| 3.47e+07     75228  |    -0.92    0.00   12345  |     0.00      0.30
| 3.48e+07     75270  |    -0.98    0.00   12345  |     0.00      0.29
| 3.48e+07     75312  |    -0.99    0.00   12345  |     0.39      0.30
| 3.48e+07     75355  |    -1.10    0.00   12345  |     0.46      0.33
| 3.48e+07     75397  |    -0.99    0.00   12345  |     0.50      0.29
| 3.48e+07     75440  |    -1.07    0.00   12345  |     0.34      0.31
| 3.49e+07     75484  |    -1.27    0.00   12345  |     0.47      0.27
| 3.49e+07     75527  |    -1.52    0.00   12345  |     0.62      0.32
| 3.49e+07     75570  |    -1.03    0.00   12345  |     0.62      0.31
| 3.49e+07     75612  |    -1.39    0.00   12345  |     0.41      0.30
| 3.49e+07     75654  |    -1.00    0.00   12345  |     0.35      0.29
| 3.50e+07     75697  |    -1.16    0.00   12345  |     0.63      0.27
| 3.50e+07     75739  |    -0.94    0.00   12345  |     0.72      0.32
| 3.50e+07     75781  |    -0.92    0.00   12345  |     0.42      0.32
| 3.50e+07     75823  |    -1.11    0.00   12345  |     0.80      0.30
| 3.50e+07     75865  |    -1.07    0.00   12345  |     0.84      0.28
| 3.51e+07     75906  |    -1.08    0.00   12345  |     1.23      0.28
| 3.51e+07     75948  |    -1.00    0.00   12345  |     0.99      0.27
| 3.51e+07     75990  |    -1.04    0.00   12345  |     0.46      0.30
| 3.51e+07     76032  |    -0.98    0.00   12345  |     0.47      0.28
| 3.51e+07     76076  |    -1.44    0.00   12345  |     0.46      0.28
| 3.52e+07     76117  |    -1.03    0.00   12345  |     0.00      0.25
| 3.52e+07     76159  |    -0.92    0.00   12345  |     0.00      0.30
| 3.52e+07     76201  |    -1.38    0.00   12345  |     0.00      0.34
| 3.52e+07     76243  |    -0.97    0.00   12345  |     0.00      0.33
| 3.52e+07     76285  |    -1.01    0.00   12345  |     0.00      0.33
| 3.53e+07     76327  |    -0.99    0.00   12345  |     0.35      0.27
| 3.53e+07     76371  |    -1.06    0.00   12345  |     0.22      0.31
| 3.53e+07     76413  |    -1.08    0.00   12345  |     0.34      0.35
| 3.53e+07     76455  |    -0.95    0.00   12345  |     0.10      0.31
| 3.53e+07     76497  |    -0.97    0.00   12345  |     0.43      0.41
| 3.54e+07     76539  |    -1.03    0.00   12345  |     0.14      0.27
| 3.54e+07     76581  |    -1.05    0.00   12345  |     0.11      0.29
| 3.54e+07     76623  |    -1.03    0.00   12345  |     0.23      0.30
| 3.54e+07     76666  |    -1.08    0.00   12345  |     0.00      0.33
| 3.54e+07     76708  |    -1.06    0.00   12345  |     0.00      0.30
| 3.55e+07     76750  |    -1.11    0.00   12345  |     0.00      0.30
| 3.55e+07     76792  |    -1.04    0.00   12345  |     0.00      0.33
| 3.55e+07     76834  |    -1.02    0.00   12345  |     0.00      0.31
| 3.55e+07     76876  |    -1.04    0.00   12345  |     0.00      0.33
| 3.55e+07     76918  |    -1.19    0.00   12345  |     0.00      0.31
| 3.56e+07     76960  |    -1.62    0.00   12345  |     0.00      0.32
| 3.56e+07     77002  |    -1.53    0.00   12345  |     0.45      0.28
| 3.56e+07     77045  |    -1.03    0.00   12345  |     0.35      0.30
| 3.56e+07     77088  |    -1.17    0.00   12345  |     0.65      0.31
| 3.56e+07     77130  |    -1.48    0.00   12345  |     0.28      0.30
| 3.57e+07     77172  |    -1.07    0.00   12345  |     0.99      0.30
| 3.57e+07     77214  |    -1.20    0.00   12345  |     0.51      0.27
| 3.57e+07     77256  |    -1.31    0.00   12345  |     0.43      0.34
| 3.57e+07     77298  |    -0.99    0.00   12345  |     0.46      0.31
| 3.57e+07     77340  |    -1.03    0.00   12345  |     0.52      0.28
| 3.58e+07     77381  |    -1.19    0.00   12345  |     0.69      0.29
| 3.58e+07     77423  |    -1.01    0.00   12345  |     0.80      0.34
| 3.58e+07     77465  |    -1.33    0.00   12345  |     0.36      0.30
| 3.58e+07     77507  |    -1.20    0.00   12345  |     0.83      0.35
| 3.58e+07     77549  |    -1.10    0.00   12345  |     0.92      0.29
| 3.59e+07     77591  |    -1.71    0.00   12345  |     1.28      0.29
| 3.59e+07     77633  |    -1.55    0.00   12345  |     2.17      0.40
| 3.59e+07     77676  |    -1.29    0.00   12345  |     0.54      0.29
| 3.59e+07     77719  |    -1.26    0.00   12345  |     0.59      0.31
| 3.59e+07     77761  |    -1.56    0.00   12345  |     0.45      0.29
| 3.60e+07     77804  |    -1.22    0.00   12345  |     0.00      0.23
| 3.60e+07     77846  |    -1.96    0.00   12345  |     0.00      0.36
| 3.60e+07     77889  |    -0.97    0.00   12345  |     0.00      0.31
| 3.60e+07     77932  |    -1.01    0.00   12345  |     0.00      0.27
| 3.60e+07     77975  |    -1.49    0.00   12345  |     0.00      0.29
| 3.61e+07     78017  |    -1.27    0.00   12345  |     0.33      0.31
| 3.61e+07     78059  |    -0.97    0.00   12345  |     0.17      0.33
| 3.61e+07     78101  |    -0.93    0.00   12345  |     0.36      0.35
| 3.61e+07     78143  |    -1.39    0.00   12345  |     0.16      0.32
| 3.61e+07     78185  |    -1.48    0.00   12345  |     0.37      0.41
| 3.62e+07     78227  |    -1.51    0.00   12345  |     0.14      0.27
| 3.62e+07     78269  |    -0.99    0.00   12345  |     0.12      0.33
| 3.62e+07     78311  |    -0.98    0.00   12345  |     0.23      0.31
| 3.62e+07     78352  |    -1.40    0.00   12345  |     0.00      0.35
| 3.62e+07     78393  |    -0.92    0.00   12345  |     0.00      0.29
| 3.63e+07     78435  |    -1.04    0.00   12345  |     0.00      0.32
| 3.63e+07     78477  |    -0.94    0.00   12345  |     0.00      0.31
| 3.63e+07     78519  |    -1.34    0.00   12345  |     0.00      0.32
| 3.63e+07     78561  |    -1.57    0.00   12345  |     0.00      0.33
| 3.63e+07     78602  |    -1.46    0.00   12345  |     0.00      0.33
| 3.64e+07     78644  |    -1.09    0.00   12345  |     0.00      0.31
| 3.64e+07     78686  |    -1.52    0.00   12345  |     0.69      0.31
| 3.64e+07     78728  |    -1.45    0.00   12345  |     0.36      0.27
| 3.64e+07     78770  |    -1.05    0.00   12345  |     0.88      0.32
| 3.64e+07     78812  |    -1.43    0.00   12345  |     0.50      0.32
| 3.65e+07     78854  |    -1.11    0.00   12345  |     1.90      0.29
| 3.65e+07     78896  |    -1.03    0.00   12345  |     0.72      0.30
| 3.65e+07     78939  |    -1.04    0.00   12345  |     0.39      0.31
| 3.65e+07     78980  |    -1.39    0.00   12345  |     0.44      0.33
| 3.65e+07     79023  |    -0.99    0.00   12345  |     0.41      0.28
| 3.66e+07     79065  |    -1.58    0.00   12345  |     0.91      0.32
| 3.66e+07     79106  |    -1.52    0.00   12345  |     0.55      0.33
| 3.66e+07     79148  |    -1.21    0.00   12345  |     0.36      0.30
| 3.66e+07     79189  |    -1.50    0.00   12345  |     0.58      0.34
| 3.66e+07     79231  |    -1.38    0.00   12345  |     0.83      0.33
| 3.67e+07     79274  |    -1.45    0.00   12345  |     1.54      0.30
| 3.67e+07     79316  |    -1.03    0.00   12345  |     1.99      0.41
| 3.67e+07     79358  |    -1.49    0.00   12345  |     0.43      0.29
| 3.67e+07     79400  |    -1.10    0.00   12345  |     0.77      0.32
| 3.67e+07     79442  |    -1.09    0.00   12345  |     0.43      0.30
| 3.68e+07     79485  |    -1.25    0.00   12345  |     0.00      0.26
| 3.68e+07     79527  |    -1.13    0.00   12345  |     0.00      0.34
| 3.68e+07     79569  |    -0.98    0.00   12345  |     0.00      0.30
| 3.68e+07     79611  |    -0.98    0.00   12345  |     0.00      0.34
| 3.68e+07     79653  |    -1.02    0.00   12345  |     0.00      0.33
| 3.69e+07     79695  |    -1.45    0.00   12345  |     0.30      0.30
| 3.69e+07     79738  |    -1.37    0.00   12345  |     0.15      0.31
| 3.69e+07     79781  |    -1.05    0.00   12345  |     0.18      0.29
| 3.69e+07     79830  |    -0.96    0.00   12345  |     0.21      0.28
| 3.69e+07     79880  |    -1.13    0.00   12345  |     0.11      0.27
| 3.70e+07     79930  |    -0.97    0.00   12345  |     0.12      0.28
| 3.70e+07     79979  |    -1.10    0.00   12345  |     0.15      0.34
| 3.70e+07     80030  |    -0.99    0.00   12345  |     0.15      0.31
| 3.70e+07     80081  |    -1.38    0.00   12345  |     0.00      0.34
| 3.70e+07     80132  |    -1.08    0.00   12345  |     0.00      0.34
| 3.71e+07     80182  |    -1.06    0.00   12345  |     0.00      0.34
| 3.71e+07     80233  |    -1.29    0.00   12345  |     0.00      0.33
| 3.71e+07     80281  |    -0.97    0.00   12345  |     0.00      0.33
| 3.71e+07     80323  |    -1.07    0.00   12345  |     0.00      0.32
| 3.71e+07     80365  |    -1.26    0.00   12345  |     0.00      0.33
| 3.72e+07     80407  |    -1.34    0.00   12345  |     0.00      0.34
| 3.72e+07     80449  |    -0.97    0.00   12345  |     1.14      0.32
| 3.72e+07     80490  |    -0.88    0.00   12345  |     0.35      0.28
| 3.72e+07     80532  |    -1.02    0.00   12345  |     0.61      0.35
| 3.72e+07     80574  |    -0.94    0.00   12345  |     0.47      0.33
| 3.73e+07     80616  |    -1.01    0.00   12345  |     2.13      0.27
| 3.73e+07     80657  |    -1.01    0.00   12345  |     1.02      0.34
| 3.73e+07     80700  |    -1.02    0.00   12345  |     0.60      0.33
| 3.73e+07     80742  |    -1.03    0.00   12345  |     0.35      0.34
| 3.73e+07     80783  |    -0.98    0.00   12345  |     0.35      0.34
| 3.74e+07     80825  |    -0.98    0.00   12345  |     1.08      0.31
| 3.74e+07     80867  |    -1.42    0.00   12345  |     0.53      0.35
| 3.74e+07     80911  |    -1.25    0.00   12345  |     0.33      0.32
| 3.74e+07     80954  |    -1.47    0.00   12345  |     0.45      0.33
| 3.74e+07     80996  |    -1.01    0.00   12345  |     0.54      0.34
| 3.75e+07     81038  |    -0.95    0.00   12345  |     1.22      0.32
| 3.75e+07     81079  |    -0.98    0.00   12345  |     0.97      0.29
| 3.75e+07     81121  |    -1.05    0.00   12345  |     0.44      0.34
| 3.75e+07     81163  |    -1.29    0.00   12345  |     0.74      0.32
| 3.75e+07     81206  |    -0.96    0.00   12345  |     0.61      0.30
| 3.76e+07     81248  |    -1.14    0.00   12345  |     0.00      0.27
| 3.76e+07     81290  |    -0.97    0.00   12345  |     0.00      0.35
| 3.76e+07     81332  |    -1.02    0.00   12345  |     0.00      0.33
| 3.76e+07     81374  |    -1.07    0.00   12345  |     0.00      0.32
| 3.76e+07     81416  |    -0.85    0.00   12345  |     0.00      0.32
| 3.77e+07     81458  |    -1.01    0.00   12345  |     0.53      0.38
| 3.77e+07     81500  |    -1.01    0.00   12345  |     0.12      0.26
| 3.77e+07     81541  |    -1.41    0.00   12345  |     0.18      0.31
| 3.77e+07     81583  |    -1.16    0.00   12345  |     0.21      0.31
| 3.77e+07     81625  |    -0.85    0.00   12345  |     0.14      0.27
| 3.78e+07     81666  |    -1.07    0.00   12345  |     0.25      0.37
| 3.78e+07     81708  |    -0.80    0.00   12345  |     0.12      0.34
| 3.78e+07     81751  |    -1.08    0.00   12345  |     0.07      0.29
| 3.78e+07     81793  |    -1.13    0.00   12345  |     0.00      0.32
| 3.78e+07     81835  |    -1.05    0.00   12345  |     0.00      0.32
| 3.79e+07     81877  |    -1.23    0.00   12345  |     0.00      0.33
| 3.79e+07     81918  |    -1.03    0.00   12345  |     0.00      0.31
| 3.79e+07     81960  |    -1.13    0.00   12345  |     0.00      0.32
| 3.79e+07     82001  |    -1.05    0.00   12345  |     0.00      0.32
| 3.79e+07     82043  |    -1.02    0.00   12345  |     0.00      0.33
| 3.80e+07     82085  |    -1.49    0.00   12345  |     0.00      0.32
| 3.80e+07     82126  |    -1.03    0.00   12345  |     1.06      0.35
| 3.80e+07     82168  |    -1.10    0.00   12345  |     0.28      0.30
| 3.80e+07     82210  |    -1.01    0.00   12345  |     0.47      0.35
| 3.80e+07     82252  |    -0.96    0.00   12345  |     0.32      0.32
| 3.81e+07     82294  |    -0.96    0.00   12345  |     1.66      0.29
| 3.81e+07     82336  |    -1.17    0.00   12345  |     1.00      0.36
| 3.81e+07     82379  |    -1.13    0.00   12345  |     0.57      0.33
| 3.81e+07     82421  |    -0.86    0.00   12345  |     0.37      0.32
| 3.81e+07     82462  |    -0.87    0.00   12345  |     0.28      0.30
| 3.82e+07     82504  |    -0.87    0.00   12345  |     0.59      0.28
| 3.82e+07     82547  |    -1.03    0.00   12345  |     0.53      0.37
| 3.82e+07     82590  |    -1.02    0.00   12345  |     0.24      0.33
| 3.82e+07     82633  |    -1.15    0.00   12345  |     0.34      0.34
| 3.82e+07     82675  |    -1.02    0.00   12345  |     0.50      0.30
| 3.83e+07     82717  |    -0.99    0.00   12345  |     0.83      0.28
| 3.83e+07     82760  |    -1.03    0.00   12345  |     0.78      0.31
| 3.83e+07     82804  |    -1.15    0.00   12345  |     0.40      0.35
| 3.83e+07     82847  |    -1.11    0.00   12345  |     0.66      0.31
| 3.83e+07     82890  |    -1.07    0.00   12345  |     0.64      0.28
| 3.84e+07     82933  |    -0.84    0.00   12345  |     0.00      0.28
| 3.84e+07     82975  |    -1.04    0.00   12345  |     0.00      0.32
| 3.84e+07     83017  |    -0.82    0.00   12345  |     0.00      0.33
| 3.84e+07     83059  |    -1.15    0.00   12345  |     0.00      0.31
| 3.84e+07     83101  |    -1.04    0.00   12345  |     0.02      0.42
| 3.85e+07     83143  |    -1.32    0.00   12345  |     0.63      0.37
| 3.85e+07     83185  |    -1.15    0.00   12345  |     0.15      0.28
| 3.85e+07     83227  |    -0.98    0.00   12345  |     0.18      0.31
| 3.85e+07     83270  |    -1.03    0.00   12345  |     0.21      0.31
| 3.85e+07     83312  |    -0.97    0.00   12345  |     0.17      0.26
| 3.86e+07     83354  |    -0.99    0.00   12345  |     0.28      0.37
| 3.86e+07     83395  |    -1.41    0.00   12345  |     0.08      0.29
| 3.86e+07     83437  |    -1.02    0.00   12345  |     0.10      0.31
| 3.86e+07     83479  |    -0.85    0.00   12345  |     0.00      0.34
| 3.86e+07     83522  |    -1.00    0.00   12345  |     0.00      0.30
| 3.87e+07     83564  |    -1.07    0.00   12345  |     0.00      0.32
| 3.87e+07     83606  |    -1.05    0.00   12345  |     0.00      0.32
| 3.87e+07     83649  |    -0.97    0.00   12345  |     0.00      0.32
| 3.87e+07     83691  |    -1.01    0.00   12345  |     0.00      0.33
| 3.87e+07     83732  |    -1.02    0.00   12345  |     0.00      0.32
| 3.88e+07     83774  |    -1.37    0.00   12345  |     0.00      0.32
| 3.88e+07     83816  |    -1.00    0.00   12345  |     1.15      0.38
| 3.88e+07     83857  |    -1.05    0.00   12345  |     0.67      0.35
| 3.88e+07     83899  |    -0.95    0.00   12345  |     0.77      0.33
| 3.88e+07     83941  |    -1.01    0.00   12345  |     0.34      0.33
| 3.89e+07     83984  |    -1.02    0.00   12345  |     2.40      0.32
| 3.89e+07     84027  |    -0.97    0.00   12345  |     0.64      0.32
| 3.89e+07     84070  |    -0.97    0.00   12345  |     0.44      0.28
| 3.89e+07     84112  |    -1.04    0.00   12345  |     0.40      0.32
| 3.89e+07     84156  |    -1.02    0.00   12345  |     0.31      0.31
| 3.90e+07     84198  |    -0.83    0.00   12345  |     0.41      0.29
| 3.90e+07     84241  |    -1.03    0.00   12345  |     0.22      0.28
| 3.90e+07     84282  |    -0.81    0.00   12345  |     0.17      0.27
| 3.90e+07     84325  |    -1.40    0.00   12345  |     0.36      0.32
| 3.90e+07     84367  |    -0.79    0.00   12345  |     0.73      0.29
| 3.91e+07     84409  |    -1.06    0.00   12345  |     0.73      0.29
| 3.91e+07     84451  |    -1.03    0.00   12345  |     0.66      0.29
| 3.91e+07     84495  |    -0.96    0.00   12345  |     0.90      0.41
| 3.91e+07     84537  |    -1.09    0.00   12345  |     0.60      0.33
| 3.91e+07     84578  |    -0.99    0.00   12345  |     0.51      0.29
